id,folder,filename,originalClassification,status,primaryClass,subclass,compatibleClasses,atmosphereVisible,waterVisible,vegetationVisible,iceVisible,volcanismVisible,lightingCleanable,earthGeography,correctionReason,rejectionReason,materialCreated,systemThumbnailCreated,sha256
P10-11,Cloud B — Amber Cloud World,Cloud B — Amber Cloud World 19.png,Cloud B — Amber Cloud World,accepted,gas-giant,amber-cloud,,True,False,False,False,False,True,False,Continuous broad cloud bands and vortices; no exposed terrestrial surface.,,True,True,b92c780ef1caff94b9936f6445ddbd011b130ad9a5c1abea4c6fa406741570ae
P10-12,Cloud B — Amber Cloud World,Cloud B — Amber Cloud World 2.png,Cloud B — Amber Cloud World,accepted,gas-giant,amber-cloud,,True,False,False,False,False,True,False,Continuous broad cloud bands and vortices; no exposed terrestrial surface.,,True,True,9d059288c4730013e63370be83692cfcb24f0892a5440b20ef3deff44381570e
P10-13,Cloud B — Amber Cloud World,Cloud B — Amber Cloud World 20.png,Cloud B — Amber Cloud World,accepted,greenhouse,amber-cloud,,True,False,False,False,False,True,False,,,True,True,4ff7d9f79e91a04c3259c470eb34cbdf71d1cf78c9e70c35fe26cece9de89463
P10-14,Cloud B — Amber Cloud World,Cloud B — Amber Cloud World 21.png,Cloud B — Amber Cloud World,rejected,greenhouse,amber-cloud,,True,False,False,False,False,not prepared (source excluded),False,,Decorative repetitive fine marble linework rather than plausible global atmospheric structure.,False,False,a6ab977ec14fea4aeaede4bf1b4448ca2a1207274e93b3bb7b06ca3d3b3c848c
P10-15,Cloud B — Amber Cloud World,Cloud B — Amber Cloud World 22.png,Cloud B — Amber Cloud World,accepted,gas-giant,amber-cloud,,True,False,False,False,False,True,False,Continuous broad cloud bands and vortices; no exposed terrestrial surface.,,True,True,d87289a8a51224879ea5e2f731c364d4d331b8190b02a8734170fdd613e93707
P10-16,Cloud B — Amber Cloud World,Cloud B — Amber Cloud World 23.png,Cloud B — Amber Cloud World,accepted,gas-giant,amber-cloud,,True,False,False,False,False,True,False,Continuous broad cloud bands and vortices; no exposed terrestrial surface.,,True,True,996739b24f131e0d3f7731c14c52eb8b848be279cf8ed944f3c3b657160f8165
P10-17,Cloud B — Amber Cloud World,Cloud B — Amber Cloud World 24.png,Cloud B — Amber Cloud World,accepted,greenhouse,amber-cloud,,True,False,False,False,False,True,False,,,True,True,e071fa8ca8d880cd0750d12e4147927fc6567a1ef060ce29e061058ab2f10fbd
P10-18,Cloud B — Amber Cloud World,Cloud B — Amber Cloud World 25.png,Cloud B — Amber Cloud World,accepted,greenhouse,amber-cloud,,True,False,False,False,False,True,False,,,True,True,33cc9afa9ba0ac078b11b4ff97a587d1329e17bccd3b41eff0fb11dc91decb7e
P10-19,Cloud B — Amber Cloud World,Cloud B — Amber Cloud World 26.png,Cloud B — Amber Cloud World,accepted,gas-giant,amber-cloud,,True,False,False,False,False,True,False,Continuous broad cloud bands and vortices; no exposed terrestrial surface.,,True,True,c4ddd31187ad88e466f21ca0f414cc771cf0775a3824ca00dabef44b697f0a5a
P10-20,Cloud B — Amber Cloud World,Cloud B — Amber Cloud World 3.png,Cloud B — Amber Cloud World,accepted,greenhouse,amber-cloud,,True,False,False,False,False,True,False,,,True,True,6f518f6a7ae7c25a42bf43c6a815ad33c295a844c862508c0632776d3406770f
P10-21,Cloud B — Amber Cloud World,Cloud B — Amber Cloud World 4.png,Cloud B — Amber Cloud World,accepted,gas-giant,amber-cloud,,True,False,False,False,False,True,False,Continuous broad cloud bands and vortices; no exposed terrestrial surface.,,True,True,5ef07be6ce8dbd572963211ece8bd70cf383d2257fddd0e78815a0f1de6a87fd
P10-22,Cloud B — Amber Cloud World,Cloud B — Amber Cloud World 5.png,Cloud B — Amber Cloud World,accepted,gas-giant,amber-cloud,,True,False,False,False,False,True,False,Continuous broad cloud bands and vortices; no exposed terrestrial surface.,,True,True,0b297002e4dcac9cd269ac56c7420670c502d01cf025f88143b31ea7bed33c21
P10-23,Cloud B — Amber Cloud World,Cloud B — Amber Cloud World 6.png,Cloud B — Amber Cloud World,accepted,gas-giant,amber-cloud,,True,False,False,False,False,True,False,Continuous broad cloud bands and vortices; no exposed terrestrial surface.,,True,True,ab27f5261341d5cc834e7b0540dbfd0fb9d9b8b1e5374c503b5da9c7a82d8350
P10-24,Cloud B — Amber Cloud World,Cloud B — Amber Cloud World 7.png,Cloud B — Amber Cloud World,accepted,gas-giant,amber-cloud,,True,False,False,False,False,True,False,Continuous broad cloud bands and vortices; no exposed terrestrial surface.,,True,True,5f691e7bc25003e8c873260d5bf3117e12d4059b580181f593fe275e4e33b79b
P10-25,Cloud B — Amber Cloud World,Cloud B — Amber Cloud World 8.png,Cloud B — Amber Cloud World,accepted,gas-giant,amber-cloud,,True,False,False,False,False,True,False,Continuous broad cloud bands and vortices; no exposed terrestrial surface.,,True,True,ed6c9f96a8ee7ac88f45642b9aa6aeb29e40733e4c3b5559d5a38a54d11349a3
P10-26,Cloud B — Amber Cloud World,Cloud B — Amber Cloud World 9.png,Cloud B — Amber Cloud World,accepted,gas-giant,amber-cloud,,True,False,False,False,False,True,False,Continuous broad cloud bands and vortices; no exposed terrestrial surface.,,True,True,fe3a9295967c36a98d8b7f0774a52cb26a1fc3225ec5115abd8bce87585c6ab8
P11-01,Cloud C — Lavender Cloud World,Cloud C — Lavender Cloud World 1.png,Cloud C — Lavender Cloud World,accepted,gas-giant,lavender-cloud-giant,,True,False,False,False,False,True,False,,,True,True,2dffcaca1e74ffa08e48f68ef8233db216a674b1bf4e83410ef8d5b3f1cf8fa9
P11-02,Cloud C — Lavender Cloud World,Cloud C — Lavender Cloud World 10.png,Cloud C — Lavender Cloud World,accepted,gas-giant,lavender-cloud-giant,,True,False,False,False,False,True,False,,,True,True,e4ec3fd7a1c4e84e46813cadcc196695d7d5f5c1eeb4bbf46539186ce4e72bb0
P11-03,Cloud C — Lavender Cloud World,Cloud C — Lavender Cloud World 11.png,Cloud C — Lavender Cloud World,accepted,gas-giant,lavender-cloud-giant,,True,False,False,False,False,True,False,,,True,True,ed94661530b64303f21925613874662bf8fa0e65792c6f14f4f5642b1c1e8ae4
P11-04,Cloud C — Lavender Cloud World,Cloud C — Lavender Cloud World 12.png,Cloud C — Lavender Cloud World,accepted,gas-giant,lavender-cloud-giant,,True,False,False,False,False,True,False,,,True,True,b573a10bf1bf2fb2654572b823d7f995a116a40fa76d7307c0fa0359a6ef3458
P11-05,Cloud C — Lavender Cloud World,Cloud C — Lavender Cloud World 13.png,Cloud C — Lavender Cloud World,accepted,gas-giant,lavender-cloud-giant,,True,False,False,False,False,True,False,,,True,True,fd6e481991357aa580a99089f799381ad78e345ff2e3e59785cb6171601b84e5
P11-06,Cloud C — Lavender Cloud World,Cloud C — Lavender Cloud World 14.png,Cloud C — Lavender Cloud World,accepted,gas-giant,lavender-cloud-giant,,True,False,False,False,False,True,False,,,True,True,4dc37dd11afd7310cee09c3da3ca37c6520597b5c5c6afb344f142b2131745f0
P11-07,Cloud C — Lavender Cloud World,Cloud C — Lavender Cloud World 15.png,Cloud C — Lavender Cloud World,accepted,gas-giant,lavender-cloud-giant,,True,False,False,False,False,True,False,,,True,True,953b134a070c796bb280718f149bb671aa9a08e5178636f62408a4100213258d
P11-08,Cloud C — Lavender Cloud World,Cloud C — Lavender Cloud World 16.png,Cloud C — Lavender Cloud World,accepted,gas-giant,lavender-cloud-giant,,True,False,False,False,False,True,False,,,True,True,04afa2fc47405975efd8865aead94ec4d05afd006d9226f8c9bdbd0ed7d81102
P11-09,Cloud C — Lavender Cloud World,Cloud C — Lavender Cloud World 17.png,Cloud C — Lavender Cloud World,accepted,gas-giant,lavender-cloud-giant,,True,False,False,False,False,True,False,,,True,True,3895a07b88b4f1b090f23e12e1553266396df420760aac12f243001d762e9e32
P11-10,Cloud C — Lavender Cloud World,Cloud C — Lavender Cloud World 18.png,Cloud C — Lavender Cloud World,accepted,gas-giant,lavender-cloud-giant,,True,False,False,False,False,True,False,,,True,True,5cda9ed323d961acba31dc546f41fed999b66a9c7178016a4b982ea681e255e4
P11-11,Cloud C — Lavender Cloud World,Cloud C — Lavender Cloud World 19.png,Cloud C — Lavender Cloud World,accepted,gas-giant,lavender-cloud-giant,,True,False,False,False,False,True,False,,,True,True,ca6e1f7a320c3571b334da8b8e5979e3ad51dd8fb03ca205dc8c0831a8db9599
P11-12,Cloud C — Lavender Cloud World,Cloud C — Lavender Cloud World 2.png,Cloud C — Lavender Cloud World,rejected,gas-giant,lavender-cloud-giant,,True,False,False,False,False,not prepared (source excluded),False,,Strong neon cyan/pink stylization does not match realistic planetary material intent.,False,False,80cbecc11cf4397d72dd367cb69d009b46d3c0a14c78b8e6a95af8a94a641236
P11-13,Cloud C — Lavender Cloud World,Cloud C — Lavender Cloud World 20.png,Cloud C — Lavender Cloud World,accepted,gas-giant,lavender-cloud-giant,,True,False,False,False,False,True,False,,,True,True,deb33496ed41ebb42b06aaf1c3572350830e8bdb89b6758a04e3964763ca6469
P11-14,Cloud C — Lavender Cloud World,Cloud C — Lavender Cloud World 21.png,Cloud C — Lavender Cloud World,accepted,gas-giant,lavender-cloud-giant,,True,False,False,False,False,True,False,,,True,True,69bd99157a138f79ab1748a8c5b1c9aaad67acf19e770bd4424179c281938796
P11-15,Cloud C — Lavender Cloud World,Cloud C — Lavender Cloud World 22.png,Cloud C — Lavender Cloud World,accepted,gas-giant,lavender-cloud-giant,,True,False,False,False,False,True,False,,,True,True,37a6d1031097a664e335457f9b8fc4248f08f22f6f835b1a504d4af04465651a
P11-16,Cloud C — Lavender Cloud World,Cloud C — Lavender Cloud World 23.png,Cloud C — Lavender Cloud World,accepted,gas-giant,lavender-cloud-giant,,True,False,False,False,False,True,False,,,True,True,947b9dbb264147d130127549cb7dd45cbdcb64d875d70b39f356d88a7cc01d61
P11-17,Cloud C — Lavender Cloud World,Cloud C — Lavender Cloud World 24.png,Cloud C — Lavender Cloud World,accepted,gas-giant,lavender-cloud-giant,,True,False,False,False,False,True,False,,,True,True,c7955c0ce13325f1ba679b45c14c85903795c4efec2ee311e6871538caa0f8ff
P11-18,Cloud C — Lavender Cloud World,Cloud C — Lavender Cloud World 25.png,Cloud C — Lavender Cloud World,accepted,gas-giant,lavender-cloud-giant,,True,False,False,False,False,True,False,,,True,True,eb5b8e0dbed56cfd8c9d7523034b808baf52800dbf1a4beb5de280c2fdea7c50
P11-19,Cloud C — Lavender Cloud World,Cloud C — Lavender Cloud World 26.png,Cloud C — Lavender Cloud World,accepted,gas-giant,lavender-cloud-giant,,True,False,False,False,False,True,False,,,True,True,9f781df651986a81ec109c2b17d1a76b15f1f586eef3de400396e866d8a0f8d6
P11-20,Cloud C — Lavender Cloud World,Cloud C — Lavender Cloud World 3.png,Cloud C — Lavender Cloud World,accepted,gas-giant,lavender-cloud-giant,,True,False,False,False,False,True,False,,,True,True,591bb81e1614a2730cec543e84b482b0fdf0be6e579f40748e696b57e1c43775
P11-21,Cloud C — Lavender Cloud World,Cloud C — Lavender Cloud World 4.png,Cloud C — Lavender Cloud World,accepted,gas-giant,lavender-cloud-giant,,True,False,False,False,False,True,False,,,True,True,57a6142ae3da5c7bfc81e426725479ec18633f6856a9543e64be9714a9dd680b
P11-22,Cloud C — Lavender Cloud World,Cloud C — Lavender Cloud World 5.png,Cloud C — Lavender Cloud World,accepted,gas-giant,lavender-cloud-giant,,True,False,False,False,False,True,False,,,True,True,feeb49d27a729b02a9c124d5049f2de0cba64732924ebb9d94e38e74a69c8e67
P11-23,Cloud C — Lavender Cloud World,Cloud C — Lavender Cloud World 6.png,Cloud C — Lavender Cloud World,accepted,gas-giant,lavender-cloud-giant,,True,False,False,False,False,True,False,,,True,True,9c4645adf00a7d7703e54df298be7172b3f7c09fdb288d414e181278579c3a5e
P11-24,Cloud C — Lavender Cloud World,Cloud C — Lavender Cloud World 7.png,Cloud C — Lavender Cloud World,accepted,gas-giant,lavender-cloud-giant,,True,False,False,False,False,True,False,,,True,True,40dea1af61cf91900c69dcd5c821c97c72b938791c79fb544938dfffca24cf0b
P11-25,Cloud C — Lavender Cloud World,Cloud C — Lavender Cloud World 8.png,Cloud C — Lavender Cloud World,accepted,gas-giant,lavender-cloud-giant,,True,False,False,False,False,True,False,,,True,True,69e539aab687d6cd9e62a7788f4ff69f973ab4b165afcef4c2a9a24746c88e0e
P11-26,Cloud C — Lavender Cloud World,Cloud C — Lavender Cloud World 9.png,Cloud C — Lavender Cloud World,rejected,gas-giant,lavender-cloud-giant,,True,False,False,False,False,False,False,,Localized hard white specular highlight baked into cloud envelope.,False,False,77a236a0e434795d997afd764b61c5918ba40407d89455cda9418740e1309da2
P12-01,Desert A — Golden Dune World,Desert A — Golden Dune World 1.png,Desert A — Golden Dune World,rejected,desert,golden-dune,super-earth; barren,some haze,False,False,False,False,not prepared (source excluded),False,,Duplicate content of P05-23; no duplicate runtime import. ,False,False,2c93c7f6ec3840807cdeb2de92b29d7dfb56174f0f080527628bddedf8b50b12
P12-02,Desert A — Golden Dune World,Desert A — Golden Dune World 10.png,Desert A — Golden Dune World,accepted,desert,golden-dune,super-earth; barren,some haze,False,False,False,False,True,False,,,True,True,6328b24be12bcba7bffae98c3440b765fab222eb9c2a9776aa077a289582ab33
P12-03,Desert A — Golden Dune World,Desert A — Golden Dune World 11.png,Desert A — Golden Dune World,accepted,desert,golden-dune,super-earth; barren,some haze,False,False,False,False,True,False,,,True,True,7fe7cb405cf69bf2479aa5cb2ab33e729ca76843adff2794c362e454a33450f6
P12-04,Desert A — Golden Dune World,Desert A — Golden Dune World 12.png,Desert A — Golden Dune World,accepted,desert,golden-dune,super-earth; barren,some haze,False,False,False,False,True,False,,,True,True,3712eb63c96bcbc9c24e8c66c3df344536ec1bc62082bd707f5622cf23ac39bd
P12-05,Desert A — Golden Dune World,Desert A — Golden Dune World 13.png,Desert A — Golden Dune World,accepted,desert,golden-dune,super-earth; barren,some haze,False,False,False,False,True,False,,,True,True,544b0087bc817a1a62a5b7475a5d4a96f1f645f0223f28d306917bfca346cc83
P12-06,Desert A — Golden Dune World,Desert A — Golden Dune World 14.png,Desert A — Golden Dune World,accepted,desert,golden-dune,super-earth; barren,some haze,False,False,False,False,True,False,,,True,True,a1850b10f6f9d3bd0c654f6b562b4a2dbde53eac02301d25e81e2a6ea1f11bf7
P12-07,Desert A — Golden Dune World,Desert A — Golden Dune World 15.png,Desert A — Golden Dune World,accepted,desert,golden-dune,super-earth; barren,some haze,False,False,False,False,True,False,,,True,True,59d1f8b5ef91a5cadf7a03dc919f2d7b673af07399947a0603777fa8da44a256
P12-08,Desert A — Golden Dune World,Desert A — Golden Dune World 16.png,Desert A — Golden Dune World,accepted,desert,golden-dune,super-earth; barren,some haze,False,False,False,False,True,False,,,True,True,59c67df8c3fc8314a60103078ed2aba0d458ba35197a2df9ea8c3089bf0ad5a7
P12-09,Desert A — Golden Dune World,Desert A — Golden Dune World 17.png,Desert A — Golden Dune World,accepted,desert,golden-dune,super-earth; barren,some haze,False,False,False,False,True,False,,,True,True,e3540537941af1e41e360e49fb9646470e7dbc15c950eb0b801c6ba57beaaba4
P12-10,Desert A — Golden Dune World,Desert A — Golden Dune World 18.png,Desert A — Golden Dune World,accepted,desert,golden-dune,super-earth; barren,some haze,False,False,False,False,True,False,,,True,True,39451dd71399bdbe16b153ca3bf7aaadc936a5108dc898ca2bc463e4eb32471e
P12-11,Desert A — Golden Dune World,Desert A — Golden Dune World 19.png,Desert A — Golden Dune World,accepted,desert,golden-dune,super-earth; barren,some haze,False,False,False,False,True,False,,,True,True,02f38a2c48d902fc44d07fdbb67df42e7143bed78b89672984ac745d7ca26be4
P12-12,Desert A — Golden Dune World,Desert A — Golden Dune World 2.png,Desert A — Golden Dune World,rejected,desert,golden-dune,super-earth; barren,some haze,False,False,False,False,not prepared (source excluded),False,,Duplicate content of P05-24; no duplicate runtime import. ,False,False,4cd1f3ff322b49d79434b8956da79cc34a48bdcbbc48aa4401811e03bd60d820
P12-13,Desert A — Golden Dune World,Desert A — Golden Dune World 20.png,Desert A — Golden Dune World,accepted,desert,golden-dune,super-earth; barren,some haze,False,False,False,False,True,False,,,True,True,03cce990239a685fe1162cbb0bcc78c1e6352200a31702924b6aaa4076e844da
P12-14,Desert A — Golden Dune World,Desert A — Golden Dune World 3.png,Desert A — Golden Dune World,rejected,desert,golden-dune,super-earth; barren,some haze,False,False,False,False,not prepared (source excluded),False,,Duplicate content of P05-25; no duplicate runtime import. ,False,False,453c1bee35927501ca4ca36091e769491c463033b987dc158bf445ca30c1a6ba
P12-15,Desert A — Golden Dune World,Desert A — Golden Dune World 4.png,Desert A — Golden Dune World,rejected,desert,golden-dune,super-earth; barren,some haze,False,False,False,False,False,False,,Directional bright/dark limb strip or colored glare remains attached to the surface during rotation.,True,True,85923111fb667afc8c5e5ec36b905f84055936fb8e860b2f01b6be1b6beeedec
P12-16,Desert A — Golden Dune World,Desert A — Golden Dune World 5.png,Desert A — Golden Dune World,rejected,desert,golden-dune,super-earth; barren,some haze,False,False,False,False,False,False,,Directional bright/dark limb strip or colored glare remains attached to the surface during rotation.,True,True,73effd5730a26bcf884191e2d648220ef7fb32327bc93801e9a835f8468a9738
P12-17,Desert A — Golden Dune World,Desert A — Golden Dune World 6.png,Desert A — Golden Dune World,rejected,desert,golden-dune,super-earth; barren,some haze,False,False,False,False,not prepared (source excluded),False,,Strong near-black lower/right baked hemisphere loses albedo detail.,False,False,192115edf5dac121260e6dd5664d63252c70eceddc0c6558a835c5a8a526e9cf
P12-18,Desert A — Golden Dune World,Desert A — Golden Dune World 7.png,Desert A — Golden Dune World,rejected,greenhouse,cream-cloud,,some haze,False,False,False,False,False,False,Opaque cream cloud envelope conceals terrain; not an exposed dune surface.,Directional bright/dark limb strip or colored glare remains attached to the surface during rotation.,True,True,f414b4ee369fbea38504bbbfed55fe36f19f563f3c107391f251a2a124fbcc2f
P12-19,Desert A — Golden Dune World,Desert A — Golden Dune World 8.png,Desert A — Golden Dune World,accepted,desert,white-salt,super-earth; barren,some haze,False,False,False,False,True,False,Pale salt/mineral basins dominate over golden dunes.,,True,True,8fc1c7932c2a185aaf8e216e952e17bea208536942007de9318b32b7f1aa00aa
P12-20,Desert A — Golden Dune World,Desert A — Golden Dune World 9.png,Desert A — Golden Dune World,rejected,desert,white-salt,super-earth; barren,some haze,False,False,False,False,False,False,Pale salt/mineral basins dominate over golden dunes.,Directional bright/dark limb strip or colored glare remains attached to the surface during rotation.,True,True,08a3362522a37d2990b0fd32a147b7700d8a34336b3ea469f4dfc5870216e5cb
P13-01,Desert B — Red Canyon World,Desert B — Red Canyon World 20.png,Desert B — Red Canyon World,accepted,desert,red-canyon,super-earth; barren,some haze,False,False,False,False,True,False,,,True,True,1ae3442b0438b52aab8c4e4f4b91e82440999cfdcf163a7c00e30617cf617c38
P13-02,Desert B — Red Canyon World,Desert B — Red Canyon World 21.png,Desert B — Red Canyon World,accepted,desert,red-canyon,super-earth; barren,some haze,False,False,False,False,True,False,,,True,True,eb100aeae87c81f09101da99bdbaa86b3674e9477fccbabda1f85a4ba4f0eddd
P13-03,Desert B — Red Canyon World,Desert B — Red Canyon World 22.png,Desert B — Red Canyon World,accepted,desert,red-canyon,super-earth; barren,some haze,False,False,False,False,True,False,,,True,True,2270ac436d50c632974b651f6d0faae4dc5b04045721f497959dbabf8fda64e6
P13-04,Desert B — Red Canyon World,Desert B — Red Canyon World 23.png,Desert B — Red Canyon World,accepted,desert,red-canyon,super-earth; barren,some haze,False,False,False,False,True,False,,,True,True,3e4140289bc237d423cf4ac1dfda4e52a891f32648c12f7c6606904ea2ef5853
P13-05,Desert B — Red Canyon World,Desert B — Red Canyon World 24.png,Desert B — Red Canyon World,accepted,desert,red-canyon,super-earth; barren,some haze,False,False,False,False,True,False,,,True,True,316d9edb0e787f24505c80e6fa727b62a37bb03fa76748127bacd0a1a59b79a4
P13-06,Desert B — Red Canyon World,Desert B — Red Canyon World 25.png,Desert B — Red Canyon World,accepted,desert,red-canyon,super-earth; barren,some haze,False,False,False,False,True,False,,,True,True,c8eab7cabdd195881fbe11b551d934b055774ab93743ae5a0cae9bf0b6c368d5
P13-07,Desert B — Red Canyon World,Desert B — Red Canyon World 26.png,Desert B — Red Canyon World,rejected,desert,red-canyon,super-earth; barren,some haze,False,False,False,False,False,False,,Directional bright/dark limb strip or colored glare remains attached to the surface during rotation.,True,True,4547d5f746cf28163449909f11234363f33f6ee17fc026906122a590cd77af12
P13-08,Desert B — Red Canyon World,Desert B — Red Canyon World 27.png,Desert B — Red Canyon World,accepted,desert,red-canyon,super-earth; barren,some haze,False,False,False,False,True,False,,,True,True,0298298ef1d0596b6d26b97d6db57da72e373b984db018de9b0492a004ab621d
P13-09,Desert B — Red Canyon World,Desert B — Red Canyon World 28.png,Desert B — Red Canyon World,rejected,desert,red-canyon,super-earth; barren,some haze,False,False,False,False,False,False,,Deep baked hemispheric shadow obscures surface color.,False,False,b01b3c4a1fb6b767f5f1a457c00c9aa71456a0bcf438878069ac048adaf313ad
P13-10,Desert B — Red Canyon World,Desert B — Red Canyon World 29.png,Desert B — Red Canyon World,rejected,desert,red-canyon,super-earth; barren,some haze,False,False,False,False,False,False,,Strong localized glossy highlight in otherwise dark rock.,False,False,39f4e313d4f3f84f33232f0bd74a19f302549af0c4952edbc4ecf8599fa276c5
P13-11,Desert B — Red Canyon World,Desert B — Red Canyon World 30.png,Desert B — Red Canyon World,accepted,desert,red-canyon,super-earth; barren,some haze,False,False,False,False,True,False,,,True,True,ca85b3717fe423584d32561be2f0d2623005e738c6850f7dd3751ce8c2cbe16d
P13-12,Desert B — Red Canyon World,Desert B — Red Canyon World 31.png,Desert B — Red Canyon World,rejected,desert,red-canyon,super-earth; barren,some haze,False,False,False,False,False,False,,Deep baked hemispheric shadow obscures surface color.,False,False,e0a965755b120aa80e6cda09746114fc8b41f65b445fc67ca079a022f020db01
P13-13,Desert B — Red Canyon World,Desert B — Red Canyon World 32.png,Desert B — Red Canyon World,accepted,desert,red-canyon,super-earth; barren,some haze,False,False,False,False,True,False,,,True,True,942db54f85317b2d5bed101c1826d340927c43159453d8cd89c78f962920d362
P13-14,Desert B — Red Canyon World,Desert B — Red Canyon World 33.png,Desert B — Red Canyon World,rejected,desert,red-canyon,super-earth; barren,some haze,False,False,False,False,not prepared (source excluded),False,,Planet cropped at bottom and strong baked terminator.,False,False,17a605c4c370ca85eff276afe4145a12604685947757b73e96e26c8c02592cb4
P13-15,Desert B — Red Canyon World,Desert B — Red Canyon World 34.png,Desert B — Red Canyon World,accepted,desert,red-canyon,super-earth; barren,some haze,False,False,False,False,True,False,,,True,True,d323b39f552ca5f66575951a7b4702dcf9919e305835954b43ac4c0585b70039
P13-16,Desert B — Red Canyon World,Desert B — Red Canyon World 35.png,Desert B — Red Canyon World,accepted,desert,red-canyon,super-earth; barren,some haze,False,False,False,False,True,False,,,True,True,700fc34a4936954dd16dd4208a3a219f263f513d04887b2811baf874247cd91b
P13-17,Desert B — Red Canyon World,Desert B — Red Canyon World 36.png,Desert B — Red Canyon World,accepted,desert,red-canyon,super-earth; barren,some haze,False,False,False,False,True,False,,,True,True,5b6c6d03bd76beb6cdaabb377a2605a7d31247cc3523e657b0409f43457e3187
P13-18,Desert B — Red Canyon World,Desert B — Red Canyon World 37.png,Desert B — Red Canyon World,accepted,desert,red-canyon,super-earth; barren,some haze,False,False,False,False,True,False,,,True,True,ecb0f94ba126a7c9c179b5ed800158986094498480bc665fdc32e3a811595601
P13-19,Desert B — Red Canyon World,Desert B — Red Canyon World 38.png,Desert B — Red Canyon World,rejected,desert,red-canyon,super-earth; barren,some haze,False,False,False,False,False,False,,Directional bright/dark limb strip or colored glare remains attached to the surface during rotation.,True,True,1e611fadb4d4484aa4780862ce473c771390129fa16182b95f2fdf3a3afb542c
P13-20,Desert B — Red Canyon World,Desert B — Red Canyon World 39.png,Desert B — Red Canyon World,accepted,desert,red-canyon,super-earth; barren,some haze,False,False,False,False,True,False,,,True,True,9b77620b14aeb595528ed01e090cd647654f374e2bd88b22fc9a7108c4811c71
P14-01,Desert C — White Salt Desert World,Desert 3 — White salt desert 2.png,Desert C — White Salt Desert World,rejected,desert,white-salt,super-earth; barren,False,False,False,False,False,not prepared (source excluded),False,,Duplicate content of P12-19; no duplicate runtime import. ,False,False,8fc1c7932c2a185aaf8e216e952e17bea208536942007de9318b32b7f1aa00aa
P14-02,Desert C — White Salt Desert World,Desert C — White Salt Desert World 1.png,Desert C — White Salt Desert World,rejected,desert,white-salt,super-earth; barren,False,False,False,False,False,not prepared (source excluded),False,,Overscaled raised terrain gives a miniature/clumped sphere appearance.,False,False,c00b241a660e6606e3921632a5c2efc459369aa2765a2696dd8a8a2a7d9cfb5f
P14-03,Desert C — White Salt Desert World,Desert C — White Salt Desert World 10.png,Desert C — White Salt Desert World,accepted,desert,white-salt,super-earth; barren,False,False,False,False,False,True,False,,,True,True,947ad5cff0d30540d7aff54960deeb439118f6576c350c2611e3533be32f8c0c
P14-04,Desert C — White Salt Desert World,Desert C — White Salt Desert World 11.png,Desert C — White Salt Desert World,accepted,desert,white-salt,super-earth; barren,False,False,False,False,False,True,False,,,True,True,d123e1234efeb58b54706c27a55695e80acded2cb2479e75f49e1799535d868b
P14-05,Desert C — White Salt Desert World,Desert C — White Salt Desert World 12.png,Desert C — White Salt Desert World,accepted,desert,white-salt,super-earth; barren,False,False,False,False,False,True,False,,,True,True,f1e8059d6c21f0e904bd186bfd120f50e05c5ec59f66b00056007dd55b607505
P14-06,Desert C — White Salt Desert World,Desert C — White Salt Desert World 13.png,Desert C — White Salt Desert World,rejected,desert,white-salt,super-earth; barren,False,False,False,False,False,not prepared (source excluded),False,,Duplicate content of P05-01; no duplicate runtime import. ,False,False,efb0b77c9352e3987a906b66fa3d9efd67c9044c5088f330a54e1f3c8444d63c
P14-07,Desert C — White Salt Desert World,Desert C — White Salt Desert World 14.png,Desert C — White Salt Desert World,rejected,desert,white-salt,super-earth; barren,False,False,False,False,False,not prepared (source excluded),False,,Planet cropped along bottom edge.,False,False,d492dae11e96840e3735dba1c5505af541708f5357257acc03b7b30517c38f72
P14-08,Desert C — White Salt Desert World,Desert C — White Salt Desert World 15.png,Desert C — White Salt Desert World,rejected,barren,iron-rich-rust,super-earth,False,False,False,False,False,False,False,Rust-red crater rock without extensive white salt basins; compatible with dry red terrestrial worlds.,Directional bright/dark limb strip or colored glare remains attached to the surface during rotation.,True,True,1b46dea4d08c0ee107688224640071ee73aca8223fd84e4aa43ee14328d1af20
P14-09,Desert C — White Salt Desert World,Desert C — White Salt Desert World 16.png,Desert C — White Salt Desert World,accepted,barren,iron-rich-rust,super-earth,False,False,False,False,False,True,False,Rust-red crater rock without extensive white salt basins; compatible with dry red terrestrial worlds.,,True,True,098ab1bc56c2e02218acb5dcca74ae230c72e4b3a8a734a882d0358874fa67c9
P14-10,Desert C — White Salt Desert World,Desert C — White Salt Desert World 17.png,Desert C — White Salt Desert World,rejected,barren,iron-rich-rust,super-earth,False,False,False,False,False,False,False,Rust-red crater rock without extensive white salt basins; compatible with dry red terrestrial worlds.,Directional bright/dark limb strip or colored glare remains attached to the surface during rotation.,True,True,6612723150c8f7479ef242203e9e8be9c8c8f8edbe514d32019d9bd01de03a4a
P14-11,Desert C — White Salt Desert World,Desert C — White Salt Desert World 18.png,Desert C — White Salt Desert World,accepted,barren,iron-rich-rust,super-earth,False,False,False,False,False,True,False,Rust-red crater rock without extensive white salt basins; compatible with dry red terrestrial worlds.,,True,True,90acce292743bfa8734ea1a87632db1c4299160fed6ffb1dafc9f9897e696e5c
